City,Datetime,AQI,year
Delhi,2021-12-06,98.2,2021
Mumbai,2021-12-06,432.5,2021
Chennai,2021-12-06,93.5,2021
Kolkata,2021-12-06,338.3,2021
Bangalore,2021-12-06,155.5,2021
Delhi,2021-12-07,80.6,2021
Mumbai,2021-12-07,139.6,2021
Chennai,2021-12-07,214.7,2021
Kolkata,2021-12-07,122.5,2021
Bangalore,2021-12-07,335.0,2021
Delhi,2021-12-08,209.1,2021
Mumbai,2021-12-08,133.8,2021
Chennai,2021-12-08,33.4,2021
Kolkata,2021-12-08,451.3,2021
Bangalore,2021-12-08,448.1,2021
Delhi,2021-12-09,184.2,2021
Mumbai,2021-12-09,340.4,2021
Chennai,2021-12-09,184.9,2021
Kolkata,2021-12-09,428.2,2021
Bangalore,2021-12-09,319.9,2021
Delhi,2021-12-10,403.6,2021
Mumbai,2021-12-10,36.6,2021
Chennai,2021-12-10,323.5,2021
Kolkata,2021-12-10,481.9,2021
Bangalore,2021-12-10,484.4,2021
Delhi,2021-12-11,96.2,2021
Mumbai,2021-12-11,52.0,2021
Chennai,2021-12-11,354.4,2021
Kolkata,2021-12-11,172.0,2021
Bangalore,2021-12-11,142.3,2021
Delhi,2021-12-12,28.3,2021
Mumbai,2021-12-12,41.6,2021
Chennai,2021-12-12,400.9,2021
Kolkata,2021-12-12,387.1,2021
Bangalore,2021-12-12,125.7,2021
Delhi,2021-12-13,345.5,2021
Mumbai,2021-12-13,471.2,2021
Chennai,2021-12-13,117.4,2021
Kolkata,2021-12-13,319.1,2021
Bangalore,2021-12-13,199.3,2021
Delhi,2021-12-14,370.9,2021
Mumbai,2021-12-14,162.6,2021
Chennai,2021-12-14,403.2,2021
Kolkata,2021-12-14,449.4,2021
Bangalore,2021-12-14,250.8,2021
Delhi,2021-12-15,370.1,2021
Mumbai,2021-12-15,222.0,2021
Chennai,2021-12-15,73.6,2021
Kolkata,2021-12-15,426.3,2021
Bangalore,2021-12-15,98.0,2021
Delhi,2021-12-16,162.3,2021
Mumbai,2021-12-16,375.2,2021
Chennai,2021-12-16,278.3,2021
Kolkata,2021-12-16,460.8,2021
Bangalore,2021-12-16,3.7,2021
Delhi,2021-12-17,300.2,2021
Mumbai,2021-12-17,335.3,2021
Chennai,2021-12-17,469.4,2021
Kolkata,2021-12-17,428.4,2021
Bangalore,2021-12-17,52.1,2021
Delhi,2021-12-18,479.8,2021
Mumbai,2021-12-18,426.3,2021
Chennai,2021-12-18,472.4,2021
Kolkata,2021-12-18,232.6,2021
Bangalore,2021-12-18,257.8,2021
Delhi,2021-12-19,93.7,2021
Mumbai,2021-12-19,326.0,2021
Chennai,2021-12-19,133.2,2021
Kolkata,2021-12-19,387.3,2021
Bangalore,2021-12-19,356.9,2021
Delhi,2021-12-20,448.1,2021
Mumbai,2021-12-20,162.6,2021
Chennai,2021-12-20,421.4,2021
Kolkata,2021-12-20,357.1,2021
Bangalore,2021-12-20,20.0,2021
Delhi,2021-12-21,22.1,2021
Mumbai,2021-12-21,254.4,2021
Chennai,2021-12-21,313.2,2021
Kolkata,2021-12-21,153.5,2021
Bangalore,2021-12-21,293.4,2021
Delhi,2021-12-22,485.8,2021
Mumbai,2021-12-22,202.4,2021
Chennai,2021-12-22,253.0,2021
Kolkata,2021-12-22,94.8,2021
Bangalore,2021-12-22,463.9,2021
Delhi,2021-12-23,25.9,2021
Mumbai,2021-12-23,258.6,2021
Chennai,2021-12-23,216.5,2021
Kolkata,2021-12-23,94.9,2021
Bangalore,2021-12-23,491.4,2021
Delhi,2021-12-24,357.3,2021
Mumbai,2021-12-24,46.7,2021
Chennai,2021-12-24,265.9,2021
Kolkata,2021-12-24,464.7,2021
Bangalore,2021-12-24,11.7,2021
Delhi,2021-12-25,253.4,2021
Mumbai,2021-12-25,54.8,2021
Chennai,2021-12-25,467.5,2021
Kolkata,2021-12-25,367.9,2021
Bangalore,2021-12-25,195.9,2021
Delhi,2021-12-26,413.9,2021
Mumbai,2021-12-26,282.9,2021
Chennai,2021-12-26,50.0,2021
Kolkata,2021-12-26,130.3,2021
Bangalore,2021-12-26,111.7,2021
Delhi,2021-12-27,451.7,2021
Mumbai,2021-12-27,86.4,2021
Chennai,2021-12-27,318.8,2021
Kolkata,2021-12-27,467.1,2021
Bangalore,2021-12-27,105.8,2021
Delhi,2021-12-28,124.8,2021
Mumbai,2021-12-28,222.6,2021
Chennai,2021-12-28,413.0,2021
Kolkata,2021-12-28,345.4,2021
Bangalore,2021-12-28,337.2,2021
Delhi,2021-12-29,343.2,2021
Mumbai,2021-12-29,448.7,2021
Chennai,2021-12-29,132.3,2021
Kolkata,2021-12-29,220.3,2021
Bangalore,2021-12-29,346.8,2021
Delhi,2021-12-30,435.5,2021
Mumbai,2021-12-30,495.3,2021
Chennai,2021-12-30,119.8,2021
Kolkata,2021-12-30,221.8,2021
Bangalore,2021-12-30,248.0,2021
Delhi,2021-12-31,34.0,2021
Mumbai,2021-12-31,87.8,2021
Chennai,2021-12-31,444.9,2021
Kolkata,2021-12-31,263.1,2021
Bangalore,2021-12-31,16.0,2021
Delhi,2022-01-01,379.3,2022
Mumbai,2022-01-01,497.2,2022
Chennai,2022-01-01,227.7,2022
Kolkata,2022-01-01,368.3,2022
Bangalore,2022-01-01,7.3,2022
Delhi,2022-01-02,41.2,2022
Mumbai,2022-01-02,198.7,2022
Chennai,2022-01-02,282.3,2022
Kolkata,2022-01-02,266.9,2022
Bangalore,2022-01-02,200.8,2022
Delhi,2022-01-03,340.9,2022
Mumbai,2022-01-03,72.0,2022
Chennai,2022-01-03,176.7,2022
Kolkata,2022-01-03,24.1,2022
Bangalore,2022-01-03,78.4,2022
Delhi,2022-01-04,492.3,2022
Mumbai,2022-01-04,228.9,2022
Chennai,2022-01-04,461.4,2022
Kolkata,2022-01-04,306.8,2022
Bangalore,2022-01-04,297.7,2022
Delhi,2022-01-05,127.3,2022
Mumbai,2022-01-05,294.8,2022
Chennai,2022-01-05,462.0,2022
Kolkata,2022-01-05,146.6,2022
Bangalore,2022-01-05,256.8,2022
Delhi,2022-01-06,26.3,2022
Mumbai,2022-01-06,105.8,2022
Chennai,2022-01-06,388.7,2022
Kolkata,2022-01-06,29.4,2022
Bangalore,2022-01-06,155.3,2022
Delhi,2022-01-07,195.2,2022
Mumbai,2022-01-07,125.3,2022
Chennai,2022-01-07,329.4,2022
Kolkata,2022-01-07,155.2,2022
Bangalore,2022-01-07,25.0,2022
Delhi,2022-01-08,214.9,2022
Mumbai,2022-01-08,184.4,2022
Chennai,2022-01-08,336.2,2022
Kolkata,2022-01-08,38.5,2022
Bangalore,2022-01-08,410.8,2022
Delhi,2022-01-09,384.3,2022
Mumbai,2022-01-09,313.9,2022
Chennai,2022-01-09,124.7,2022
Kolkata,2022-01-09,84.2,2022
Bangalore,2022-01-09,301.3,2022
Delhi,2022-01-10,359.8,2022
Mumbai,2022-01-10,102.8,2022
Chennai,2022-01-10,53.7,2022
Kolkata,2022-01-10,273.5,2022
Bangalore,2022-01-10,391.6,2022
Delhi,2022-01-11,324.8,2022
Mumbai,2022-01-11,308.8,2022
Chennai,2022-01-11,311.4,2022
Kolkata,2022-01-11,180.4,2022
Bangalore,2022-01-11,382.2,2022
Delhi,2022-01-12,20.1,2022
Mumbai,2022-01-12,436.9,2022
Chennai,2022-01-12,246.6,2022
Kolkata,2022-01-12,1.4,2022
Bangalore,2022-01-12,274.8,2022
Delhi,2022-01-13,436.6,2022
Mumbai,2022-01-13,420.2,2022
Chennai,2022-01-13,154.7,2022
Kolkata,2022-01-13,497.9,2022
Bangalore,2022-01-13,492.1,2022
Delhi,2022-01-14,162.1,2022
Mumbai,2022-01-14,159.7,2022
Chennai,2022-01-14,215.6,2022
Kolkata,2022-01-14,431.3,2022
Bangalore,2022-01-14,439.3,2022
Delhi,2022-01-15,337.1,2022
Mumbai,2022-01-15,36.5,2022
Chennai,2022-01-15,8.6,2022
Kolkata,2022-01-15,63.9,2022
Bangalore,2022-01-15,143.5,2022
Delhi,2022-01-16,293.3,2022
Mumbai,2022-01-16,6.7,2022
Chennai,2022-01-16,62.3,2022
Kolkata,2022-01-16,487.0,2022
Bangalore,2022-01-16,222.6,2022
Delhi,2022-01-17,226.2,2022
Mumbai,2022-01-17,140.1,2022
Chennai,2022-01-17,435.9,2022
Kolkata,2022-01-17,485.7,2022
Bangalore,2022-01-17,473.2,2022
Delhi,2022-01-18,35.0,2022
Mumbai,2022-01-18,42.9,2022
Chennai,2022-01-18,205.8,2022
Kolkata,2022-01-18,294.4,2022
Bangalore,2022-01-18,71.0,2022
Delhi,2022-01-19,309.2,2022
Mumbai,2022-01-19,395.9,2022
Chennai,2022-01-19,140.8,2022
Kolkata,2022-01-19,217.7,2022
Bangalore,2022-01-19,428.4,2022
Delhi,2022-01-20,1.5,2022
Mumbai,2022-01-20,157.0,2022
Chennai,2022-01-20,425.6,2022
Kolkata,2022-01-20,277.5,2022
Bangalore,2022-01-20,134.0,2022
Delhi,2022-01-21,72.7,2022
Mumbai,2022-01-21,242.6,2022
Chennai,2022-01-21,246.8,2022
Kolkata,2022-01-21,452.8,2022
Bangalore,2022-01-21,420.2,2022
Delhi,2022-01-22,386.4,2022
Mumbai,2022-01-22,209.5,2022
Chennai,2022-01-22,201.2,2022
Kolkata,2022-01-22,155.0,2022
Bangalore,2022-01-22,229.9,2022
Delhi,2022-01-23,9.7,2022
Mumbai,2022-01-23,258.0,2022
Chennai,2022-01-23,252.7,2022
Kolkata,2022-01-23,322.4,2022
Bangalore,2022-01-23,373.7,2022
Delhi,2022-01-24,483.9,2022
Mumbai,2022-01-24,132.2,2022
Chennai,2022-01-24,75.9,2022
Kolkata,2022-01-24,130.9,2022
Bangalore,2022-01-24,152.7,2022
Delhi,2022-01-25,369.5,2022
Mumbai,2022-01-25,490.6,2022
Chennai,2022-01-25,353.6,2022
Kolkata,2022-01-25,75.5,2022
Bangalore,2022-01-25,283.8,2022
Delhi,2022-01-26,354.6,2022
Mumbai,2022-01-26,170.1,2022
Chennai,2022-01-26,53.7,2022
Kolkata,2022-01-26,228.8,2022
Bangalore,2022-01-26,218.2,2022
Delhi,2022-01-27,176.8,2022
Mumbai,2022-01-27,271.9,2022
Chennai,2022-01-27,308.0,2022
Kolkata,2022-01-27,72.8,2022
Bangalore,2022-01-27,162.9,2022
Delhi,2022-01-28,112.1,2022
Mumbai,2022-01-28,89.0,2022
Chennai,2022-01-28,381.5,2022
Kolkata,2022-01-28,174.6,2022
Bangalore,2022-01-28,259.2,2022
Delhi,2022-01-29,110.4,2022
Mumbai,2022-01-29,353.1,2022
Chennai,2022-01-29,317.0,2022
Kolkata,2022-01-29,416.0,2022
Bangalore,2022-01-29,379.6,2022
Delhi,2022-01-30,238.9,2022
Mumbai,2022-01-30,367.5,2022
Chennai,2022-01-30,220.2,2022
Kolkata,2022-01-30,244.9,2022
Bangalore,2022-01-30,314.1,2022
Delhi,2022-01-31,182.9,2022
Mumbai,2022-01-31,471.4,2022
Chennai,2022-01-31,314.8,2022
Kolkata,2022-01-31,444.2,2022
Bangalore,2022-01-31,168.5,2022
Delhi,2022-02-01,336.9,2022
Mumbai,2022-02-01,312.8,2022
Chennai,2022-02-01,465.7,2022
Kolkata,2022-02-01,433.1,2022
Bangalore,2022-02-01,448.7,2022
Delhi,2022-02-02,270.9,2022
Mumbai,2022-02-02,279.2,2022
Chennai,2022-02-02,97.6,2022
Kolkata,2022-02-02,316.5,2022
Bangalore,2022-02-02,493.9,2022
Delhi,2022-02-03,281.3,2022
Mumbai,2022-02-03,101.2,2022
Chennai,2022-02-03,1.9,2022
Kolkata,2022-02-03,262.5,2022
Bangalore,2022-02-03,455.6,2022
Delhi,2022-02-04,418.5,2022
Mumbai,2022-02-04,495.3,2022
Chennai,2022-02-04,138.5,2022
Kolkata,2022-02-04,58.0,2022
Bangalore,2022-02-04,465.1,2022
Delhi,2022-02-05,469.1,2022
Mumbai,2022-02-05,124.8,2022
Chennai,2022-02-05,46.2,2022
Kolkata,2022-02-05,494.8,2022
Bangalore,2022-02-05,285.6,2022
Delhi,2022-02-06,402.9,2022
Mumbai,2022-02-06,157.4,2022
Chennai,2022-02-06,243.2,2022
Kolkata,2022-02-06,448.3,2022
Bangalore,2022-02-06,354.7,2022
Delhi,2022-02-07,13.4,2022
Mumbai,2022-02-07,18.3,2022
Chennai,2022-02-07,238.5,2022
Kolkata,2022-02-07,7.8,2022
Bangalore,2022-02-07,201.7,2022
Delhi,2022-02-08,126.1,2022
Mumbai,2022-02-08,319.5,2022
Chennai,2022-02-08,128.9,2022
Kolkata,2022-02-08,480.2,2022
Bangalore,2022-02-08,369.4,2022
Delhi,2022-02-09,285.6,2022
Mumbai,2022-02-09,256.3,2022
Chennai,2022-02-09,278.1,2022
Kolkata,2022-02-09,430.0,2022
Bangalore,2022-02-09,457.1,2022
Delhi,2022-02-10,34.9,2022
Mumbai,2022-02-10,208.2,2022
Chennai,2022-02-10,52.3,2022
Kolkata,2022-02-10,265.1,2022
Bangalore,2022-02-10,418.9,2022
Delhi,2022-02-11,58.1,2022
Mumbai,2022-02-11,82.9,2022
Chennai,2022-02-11,389.7,2022
Kolkata,2022-02-11,378.9,2022
Bangalore,2022-02-11,16.8,2022
Delhi,2022-02-12,429.3,2022
Mumbai,2022-02-12,118.0,2022
Chennai,2022-02-12,167.5,2022
Kolkata,2022-02-12,32.5,2022
Bangalore,2022-02-12,83.3,2022
Delhi,2022-02-13,200.6,2022
Mumbai,2022-02-13,297.2,2022
Chennai,2022-02-13,470.2,2022
Kolkata,2022-02-13,489.8,2022
Bangalore,2022-02-13,311.4,2022
Delhi,2022-02-14,159.3,2022
Mumbai,2022-02-14,463.2,2022
Chennai,2022-02-14,312.3,2022
Kolkata,2022-02-14,352.7,2022
Bangalore,2022-02-14,378.1,2022
Delhi,2022-02-15,261.8,2022
Mumbai,2022-02-15,378.9,2022
Chennai,2022-02-15,276.2,2022
Kolkata,2022-02-15,215.6,2022
Bangalore,2022-02-15,368.5,2022
Delhi,2022-02-16,464.2,2022
Mumbai,2022-02-16,244.7,2022
Chennai,2022-02-16,121.7,2022
Kolkata,2022-02-16,422.7,2022
Bangalore,2022-02-16,16.2,2022
Delhi,2022-02-17,329.8,2022
Mumbai,2022-02-17,291.9,2022
Chennai,2022-02-17,170.7,2022
Kolkata,2022-02-17,448.7,2022
Bangalore,2022-02-17,342.5,2022
Delhi,2022-02-18,268.4,2022
Mumbai,2022-02-18,78.5,2022
Chennai,2022-02-18,15.4,2022
Kolkata,2022-02-18,356.2,2022
Bangalore,2022-02-18,348.6,2022
Delhi,2022-02-19,51.0,2022
Mumbai,2022-02-19,267.5,2022
Chennai,2022-02-19,21.6,2022
Kolkata,2022-02-19,261.7,2022
Bangalore,2022-02-19,239.9,2022
Delhi,2022-02-20,375.4,2022
Mumbai,2022-02-20,63.6,2022
Chennai,2022-02-20,283.0,2022
Kolkata,2022-02-20,334.3,2022
Bangalore,2022-02-20,70.1,2022
Delhi,2022-02-21,494.0,2022
Mumbai,2022-02-21,365.4,2022
Chennai,2022-02-21,338.1,2022
Kolkata,2022-02-21,115.6,2022
Bangalore,2022-02-21,35.3,2022
Delhi,2022-02-22,391.8,2022
Mumbai,2022-02-22,169.6,2022
Chennai,2022-02-22,397.9,2022
Kolkata,2022-02-22,37.3,2022
Bangalore,2022-02-22,395.7,2022
Delhi,2022-02-23,366.6,2022
Mumbai,2022-02-23,399.5,2022
Chennai,2022-02-23,132.4,2022
Kolkata,2022-02-23,458.9,2022
Bangalore,2022-02-23,349.7,2022
Delhi,2022-02-24,212.2,2022
Mumbai,2022-02-24,232.2,2022
Chennai,2022-02-24,284.4,2022
Kolkata,2022-02-24,99.6,2022
Bangalore,2022-02-24,290.4,2022
Delhi,2022-02-25,305.4,2022
Mumbai,2022-02-25,90.7,2022
Chennai,2022-02-25,169.4,2022
Kolkata,2022-02-25,144.4,2022
Bangalore,2022-02-25,460.6,2022
Delhi,2022-02-26,17.2,2022
Mumbai,2022-02-26,463.2,2022
Chennai,2022-02-26,1.1,2022
Kolkata,2022-02-26,246.9,2022
Bangalore,2022-02-26,367.2,2022
Delhi,2022-02-27,487.4,2022
Mumbai,2022-02-27,344.4,2022
Chennai,2022-02-27,168.0,2022
Kolkata,2022-02-27,183.3,2022
Bangalore,2022-02-27,395.4,2022
Delhi,2022-02-28,0.7,2022
Mumbai,2022-02-28,273.9,2022
Chennai,2022-02-28,402.4,2022
Kolkata,2022-02-28,243.3,2022
Bangalore,2022-02-28,467.2,2022
Delhi,2022-03-01,83.5,2022
Mumbai,2022-03-01,398.9,2022
Chennai,2022-03-01,429.4,2022
Kolkata,2022-03-01,162.7,2022
Bangalore,2022-03-01,428.2,2022
Delhi,2022-03-02,398.1,2022
Mumbai,2022-03-02,431.2,2022
Chennai,2022-03-02,192.3,2022
Kolkata,2022-03-02,93.2,2022
Bangalore,2022-03-02,135.0,2022
Delhi,2022-03-03,149.3,2022
Mumbai,2022-03-03,238.8,2022
Chennai,2022-03-03,185.2,2022
Kolkata,2022-03-03,366.4,2022
Bangalore,2022-03-03,192.4,2022
Delhi,2022-03-04,135.3,2022
Mumbai,2022-03-04,43.7,2022
Chennai,2022-03-04,81.2,2022
Kolkata,2022-03-04,139.8,2022
Bangalore,2022-03-04,402.9,2022
Delhi,2022-03-05,216.4,2022
Mumbai,2022-03-05,62.8,2022
Chennai,2022-03-05,98.0,2022
Kolkata,2022-03-05,411.9,2022
Bangalore,2022-03-05,289.6,2022
Delhi,2022-03-06,368.9,2022
Mumbai,2022-03-06,340.3,2022
Chennai,2022-03-06,499.4,2022
Kolkata,2022-03-06,240.3,2022
Bangalore,2022-03-06,199.0,2022
Delhi,2022-03-07,412.2,2022
Mumbai,2022-03-07,470.5,2022
Chennai,2022-03-07,251.7,2022
Kolkata,2022-03-07,421.3,2022
Bangalore,2022-03-07,225.0,2022
Delhi,2022-03-08,441.3,2022
Mumbai,2022-03-08,16.6,2022
Chennai,2022-03-08,217.9,2022
Kolkata,2022-03-08,12.4,2022
Bangalore,2022-03-08,467.6,2022
Delhi,2022-03-09,200.8,2022
Mumbai,2022-03-09,17.5,2022
Chennai,2022-03-09,1.2,2022
Kolkata,2022-03-09,404.1,2022
Bangalore,2022-03-09,493.7,2022
Delhi,2022-03-10,144.3,2022
Mumbai,2022-03-10,202.6,2022
Chennai,2022-03-10,212.9,2022
Kolkata,2022-03-10,397.7,2022
Bangalore,2022-03-10,415.2,2022
Delhi,2022-03-11,222.9,2022
Mumbai,2022-03-11,451.8,2022
Chennai,2022-03-11,95.8,2022
Kolkata,2022-03-11,168.0,2022
Bangalore,2022-03-11,458.7,2022
Delhi,2022-03-12,35.4,2022
Mumbai,2022-03-12,265.5,2022
Chennai,2022-03-12,255.1,2022
Kolkata,2022-03-12,180.7,2022
Bangalore,2022-03-12,446.3,2022
Delhi,2022-03-13,410.8,2022
Mumbai,2022-03-13,327.0,2022
Chennai,2022-03-13,243.0,2022
Kolkata,2022-03-13,51.4,2022
Bangalore,2022-03-13,275.0,2022
Delhi,2022-03-14,120.6,2022
Mumbai,2022-03-14,254.6,2022
Chennai,2022-03-14,23.7,2022
Kolkata,2022-03-14,299.2,2022
Bangalore,2022-03-14,441.8,2022
Delhi,2022-03-15,0.6,2022
Mumbai,2022-03-15,437.9,2022
Chennai,2022-03-15,118.9,2022
Kolkata,2022-03-15,468.0,2022
Bangalore,2022-03-15,360.3,2022
Delhi,2022-03-16,349.8,2022
Mumbai,2022-03-16,300.0,2022
Chennai,2022-03-16,360.6,2022
Kolkata,2022-03-16,302.6,2022
Bangalore,2022-03-16,452.7,2022
Delhi,2022-03-17,19.1,2022
Mumbai,2022-03-17,110.2,2022
Chennai,2022-03-17,331.2,2022
Kolkata,2022-03-17,239.1,2022
Bangalore,2022-03-17,208.5,2022
Delhi,2022-03-18,119.1,2022
Mumbai,2022-03-18,316.9,2022
Chennai,2022-03-18,145.5,2022
Kolkata,2022-03-18,193.4,2022
Bangalore,2022-03-18,403.5,2022
Delhi,2022-03-19,380.0,2022
Mumbai,2022-03-19,183.3,2022
Chennai,2022-03-19,349.3,2022
Kolkata,2022-03-19,270.3,2022
Bangalore,2022-03-19,494.2,2022
Delhi,2022-03-20,0.7,2022
Mumbai,2022-03-20,256.3,2022
Chennai,2022-03-20,493.0,2022
Kolkata,2022-03-20,460.5,2022
Bangalore,2022-03-20,376.2,2022
Delhi,2022-03-21,415.5,2022
Mumbai,2022-03-21,116.8,2022
Chennai,2022-03-21,219.0,2022
Kolkata,2022-03-21,318.5,2022
Bangalore,2022-03-21,68.0,2022
Delhi,2022-03-22,71.2,2022
Mumbai,2022-03-22,28.6,2022
Chennai,2022-03-22,200.8,2022
Kolkata,2022-03-22,490.3,2022
Bangalore,2022-03-22,288.4,2022
Delhi,2022-03-23,449.8,2022
Mumbai,2022-03-23,377.8,2022
Chennai,2022-03-23,354.3,2022
Kolkata,2022-03-23,14.0,2022
Bangalore,2022-03-23,478.4,2022
Delhi,2022-03-24,249.6,2022
Mumbai,2022-03-24,276.6,2022
Chennai,2022-03-24,113.7,2022
Kolkata,2022-03-24,341.2,2022
Bangalore,2022-03-24,111.6,2022
Delhi,2022-03-25,241.4,2022
Mumbai,2022-03-25,11.4,2022
Chennai,2022-03-25,0.4,2022
Kolkata,2022-03-25,491.0,2022
Bangalore,2022-03-25,240.1,2022
Delhi,2022-03-26,30.9,2022
Mumbai,2022-03-26,417.3,2022
Chennai,2022-03-26,325.5,2022
Kolkata,2022-03-26,353.9,2022
Bangalore,2022-03-26,18.5,2022
Delhi,2022-03-27,38.8,2022
Mumbai,2022-03-27,74.8,2022
Chennai,2022-03-27,342.1,2022
Kolkata,2022-03-27,0.1,2022
Bangalore,2022-03-27,416.7,2022
Delhi,2022-03-28,370.8,2022
Mumbai,2022-03-28,2.4,2022
Chennai,2022-03-28,295.2,2022
Kolkata,2022-03-28,324.6,2022
Bangalore,2022-03-28,93.4,2022
Delhi,2022-03-29,202.9,2022
Mumbai,2022-03-29,471.1,2022
Chennai,2022-03-29,410.1,2022
Kolkata,2022-03-29,57.7,2022
Bangalore,2022-03-29,214.9,2022
Delhi,2022-03-30,460.8,2022
Mumbai,2022-03-30,499.1,2022
Chennai,2022-03-30,310.1,2022
Kolkata,2022-03-30,67.1,2022
Bangalore,2022-03-30,27.1,2022
Delhi,2022-03-31,304.4,2022
Mumbai,2022-03-31,438.6,2022
Chennai,2022-03-31,490.7,2022
Kolkata,2022-03-31,250.8,2022
Bangalore,2022-03-31,215.5,2022
Delhi,2022-04-01,438.7,2022
Mumbai,2022-04-01,197.3,2022
Chennai,2022-04-01,27.7,2022
Kolkata,2022-04-01,205.4,2022
Bangalore,2022-04-01,363.8,2022
Delhi,2022-04-02,401.2,2022
Mumbai,2022-04-02,79.7,2022
Chennai,2022-04-02,219.0,2022
Kolkata,2022-04-02,138.4,2022
Bangalore,2022-04-02,359.6,2022
Delhi,2022-04-03,479.2,2022
Mumbai,2022-04-03,12.4,2022
Chennai,2022-04-03,0.5,2022
Kolkata,2022-04-03,25.6,2022
Bangalore,2022-04-03,456.5,2022
Delhi,2022-04-04,249.8,2022
Mumbai,2022-04-04,473.5,2022
Chennai,2022-04-04,196.1,2022
Kolkata,2022-04-04,61.7,2022
Bangalore,2022-04-04,6.7,2022
Delhi,2022-04-05,450.2,2022
Mumbai,2022-04-05,319.4,2022
Chennai,2022-04-05,167.0,2022
Kolkata,2022-04-05,335.7,2022
Bangalore,2022-04-05,196.0,2022
Delhi,2022-04-06,353.7,2022
Mumbai,2022-04-06,466.4,2022
Chennai,2022-04-06,421.7,2022
Kolkata,2022-04-06,24.1,2022
Bangalore,2022-04-06,442.0,2022
Delhi,2022-04-07,316.8,2022
Mumbai,2022-04-07,65.6,2022
Chennai,2022-04-07,295.8,2022
Kolkata,2022-04-07,132.3,2022
Bangalore,2022-04-07,287.8,2022
Delhi,2022-04-08,275.9,2022
Mumbai,2022-04-08,471.4,2022
Chennai,2022-04-08,84.3,2022
Kolkata,2022-04-08,210.3,2022
Bangalore,2022-04-08,471.7,2022
Delhi,2022-04-09,222.6,2022
Mumbai,2022-04-09,159.9,2022
Chennai,2022-04-09,236.6,2022
Kolkata,2022-04-09,125.0,2022
Bangalore,2022-04-09,27.6,2022
Delhi,2022-04-10,125.4,2022
Mumbai,2022-04-10,111.5,2022
Chennai,2022-04-10,273.4,2022
Kolkata,2022-04-10,133.1,2022
Bangalore,2022-04-10,292.5,2022
Delhi,2022-04-11,231.3,2022
Mumbai,2022-04-11,35.5,2022
Chennai,2022-04-11,111.6,2022
Kolkata,2022-04-11,227.4,2022
Bangalore,2022-04-11,220.7,2022
Delhi,2022-04-12,34.8,2022
Mumbai,2022-04-12,356.5,2022
Chennai,2022-04-12,245.2,2022
Kolkata,2022-04-12,436.5,2022
Bangalore,2022-04-12,8.5,2022
Delhi,2022-04-13,228.2,2022
Mumbai,2022-04-13,264.0,2022
Chennai,2022-04-13,118.9,2022
Kolkata,2022-04-13,15.8,2022
Bangalore,2022-04-13,414.6,2022
Delhi,2022-04-14,391.2,2022
Mumbai,2022-04-14,102.9,2022
Chennai,2022-04-14,469.5,2022
Kolkata,2022-04-14,268.1,2022
Bangalore,2022-04-14,251.7,2022
Delhi,2022-04-15,147.3,2022
Mumbai,2022-04-15,259.3,2022
Chennai,2022-04-15,465.3,2022
Kolkata,2022-04-15,481.6,2022
Bangalore,2022-04-15,289.0,2022
Delhi,2022-04-16,205.0,2022
Mumbai,2022-04-16,18.0,2022
Chennai,2022-04-16,449.8,2022
Kolkata,2022-04-16,165.7,2022
Bangalore,2022-04-16,293.8,2022
Delhi,2022-04-17,160.6,2022
Mumbai,2022-04-17,193.9,2022
Chennai,2022-04-17,108.8,2022
Kolkata,2022-04-17,487.0,2022
Bangalore,2022-04-17,2.1,2022
Delhi,2022-04-18,495.1,2022
Mumbai,2022-04-18,211.6,2022
Chennai,2022-04-18,410.7,2022
Kolkata,2022-04-18,49.4,2022
Bangalore,2022-04-18,207.7,2022
Delhi,2022-04-19,457.3,2022
Mumbai,2022-04-19,437.6,2022
Chennai,2022-04-19,128.8,2022
Kolkata,2022-04-19,99.5,2022
Bangalore,2022-04-19,227.5,2022
Delhi,2022-04-20,74.3,2022
Mumbai,2022-04-20,460.7,2022
Chennai,2022-04-20,38.8,2022
Kolkata,2022-04-20,166.9,2022
Bangalore,2022-04-20,225.2,2022
Delhi,2022-04-21,118.6,2022
Mumbai,2022-04-21,419.6,2022
Chennai,2022-04-21,107.5,2022
Kolkata,2022-04-21,10.8,2022
Bangalore,2022-04-21,53.9,2022
Delhi,2022-04-22,305.7,2022
Mumbai,2022-04-22,244.7,2022
Chennai,2022-04-22,497.0,2022
Kolkata,2022-04-22,81.4,2022
Bangalore,2022-04-22,303.3,2022
Delhi,2022-04-23,378.0,2022
Mumbai,2022-04-23,208.0,2022
Chennai,2022-04-23,298.7,2022
Kolkata,2022-04-23,297.9,2022
Bangalore,2022-04-23,218.0,2022
Delhi,2022-04-24,71.8,2022
Mumbai,2022-04-24,460.5,2022
Chennai,2022-04-24,104.5,2022
Kolkata,2022-04-24,208.4,2022
Bangalore,2022-04-24,104.1,2022
Delhi,2022-04-25,73.6,2022
Mumbai,2022-04-25,403.9,2022
Chennai,2022-04-25,29.3,2022
Kolkata,2022-04-25,344.7,2022
Bangalore,2022-04-25,269.2,2022
Delhi,2022-04-26,332.7,2022
Mumbai,2022-04-26,226.2,2022
Chennai,2022-04-26,225.2,2022
Kolkata,2022-04-26,270.9,2022
Bangalore,2022-04-26,174.2,2022
Delhi,2022-04-27,160.8,2022
Mumbai,2022-04-27,334.6,2022
Chennai,2022-04-27,127.4,2022
